"share_minutes_cluster_0","share_minutes_cluster_1","share_minutes_cluster_2","share_minutes_cluster_3","share_minutes_cluster_4","share_minutes_cluster_5","share_minutes_cluster_6","share_minutes_cluster_7","share_minutes_cluster_8","share_minutes_cluster_9","share_minutes_cluster_10","share_minutes_cluster_11","share_minutes_cluster_12","share_minutes_cluster_13","share_minutes_cluster_14","share_minutes_cluster_15","share_minutes_cluster_16","share_minutes_cluster_17","share_minutes_cluster_18","share_minutes_cluster_19","share_minutes_cluster_20","share_minutes_cluster_21","share_minutes_cluster_22","share_minutes_cluster_23","share_minutes_cluster_24","share_minutes_cluster_25","winrate_season_selected_team","winrate_season_opposing_team","game_id","DATE","home_team_name","road_team_name","selected_team","opposing_team","roster","performance"
0.0433343766056246,0.0192020874327371,0,-0.00961659968603717,0,-0.00173380780517103,0,0.150135694898186,-0.265253900321996,0,0,0,0,0.0205544130921132,0,0,0,-0.00363981893875426,-0.0449236395519926,0,0,-0.0791219114009925,-0.0185896069590707,0.293431561237488,0,-0.0509236406421764,0.785787647403376,-0.602998761155578,"2020-07-30  aAACeeiklLLLpprrss",2020-07-30,"LA Lakers","LA Clippers","LA Lakers","LA Clippers",0.052855207959958,0.182788886247798
-0.0516609310972075,-0.00651792225691254,0,0.027804738302637,0.00132896817557188,-0.00668874616883604,-0.11831628840393,0,0.0153589561913048,0,-6.27861944545581e-05,0.0378344148058901,0,-0.014182403457943,0,-0.00466828594307981,0,0.0176680435023055,0,0,0.108965818429036,0.00642194506003999,0.0086330174190716,0,0,-0.0675602050437196,0.58014422280216,-0.57128195544834,"2020-07-30 aaeehlnNOrstUw",2020-07-30,"New Orleans","Utah","Utah","New Orleans",-0.0456416666802256,0.00886226735381968
0,-0.0439881526332524,0.0757653422377063,0.0157398840317635,0,-0.015886460771842,-0.0945871934234767,0,-0.0752635020443785,-0.00446722667997862,0.00148756398638159,0,0,0.0114426425493365,0,-0.00189633437723687,0,0.0103640125491406,0.0433293446683891,0,0,0.0717397768782789,0.0415731444546522,0,0.0389967066679915,-0.034122020213493,0.349682050203158,-0.542249748427063,"2020-07-31 aaaAceimnnnnooorSStt",2020-07-31,"San Antonio","Sacramento","San Antonio","Sacramento",0.0402275278799821,-0.192567698223905
-0.0395272240605228,-0.00702571710426392,0.0571812940424156,0.0376346691091008,0,0.0142463274735874,0,0,0.0134603127735675,0,0,0,-0.301959342588244,-0.00617229159255388,0,-0.00106658878011284,0.010112428302823,0.0357283758033494,-0.113427800574304,0,0,0.0709637396025977,-0.0113197367089437,-0.252812813164872,0,0,0.511634659260478,-0.504470870402639,"2020-07-31aaDHllnoosstu",2020-07-31,"Dallas","Houston","Dallas","Houston",-0.493984367466376,0.00716378885783897
-0.015798323539008,0,0,-0.0175061503405484,0.0111169602432227,-0.0593385481796839,0,0,0.0671231084039793,0.00213663924751869,0,-0.0327356153837306,0,-0.000412192165168177,0,-0.00355468415059801,0,0,0.0877289491491539,0.0128936873396966,0,0.0716796386646095,0.0140704805874723,0,-0.0241417144604072,0.0482592322099923,0.458301112584274,-0.48975472279566,"2020-07-31aBdkllnnoooOrry",2020-07-31,"Brooklyn","Orlando","Brooklyn","Orlando",0.161521467626501,-0.031453610211386
0.0798327540971371,0.0164934124703993,-0.0590973994391835,-0.0342858733544853,-0.0017208386769176,0,0,-0.115120999155098,0.158816428223521,-0.000189416199954312,0.000785194329951917,-0.0386774807811261,0,-0.00533561342834192,0,-0.0017945495287867,0.0152145975987446,0.0146987513989453,0.0027339686239743,-0.00604857325797064,0,0.0762470745925794,-0.0143367370138883,0,0.0739258673120713,0,0.505839027988906,-0.569565386324657,"2020-07-31aBeeiklMnoostuw",2020-07-31,"Milwaukee","Boston","Boston","Milwaukee",0.162140567811573,-0.0637263583357506
-0.0138090008333483,-0.05724589201529,0.0600799419769017,-0.00146567870740028,-0.0112490439094387,0.0314286262468719,0,0,0.068947793400659,0.00732119238802676,0,0,0,0.00166733747298648,0,0,-0.00111449933421197,0.00665893066827864,-0.0402421769429365,0.00585775960141353,-0.0887035329458739,-0.079734005961151,-0.0234333440065046,0,0,0.0508368787293227,0.375164745473495,-0.340233183771643,"2020-07-31adehilmMnopPrst",2020-07-31,"Portland","Memphis","Memphis","Portland",-0.0841987141716944,0.0349315617018518
0,-0.0366334074771646,0,-0.0346846746440501,-0.00131294021143871,0.0320112935451516,0,0,0.00216196980542272,0.00664226718878584,0,0.0280168456133373,0,0,0,-0.000890509412565666,0,0.00908157333108987,0,-0.000313029072565865,0,-0.00749099823602402,0.029903481003669,0,-0.0495410926387471,0.057387717301429,0.388688786213293,-0.396444514739155,"2020-07-31aeghhiinnnooPstWx",2020-07-31,"Washington","Phoenix","Phoenix","Washington",0.0343384960963292,-0.00775572852586143
0.0400251702703149,-0.00223108048507079,0,-0.00839690277858121,-0.0139641244773963,0.00364176599910566,0.109713187588138,0,-0.0579522396904487,0,0.00120039783176862,-0.0384777228496254,0,0.0232569276954359,0,0.00136611484839442,0,-0.00135028392218151,0,0,0,0.00462727009201865,0.0137889121119806,0,0,0.0103384494539519,0.47902061430346,-0.486323329826947,"2020-08-01  aACeeeillLnNOpprrssw",2020-08-01,"LA Clippers","New Orleans","New Orleans","LA Clippers",0.0855858416878042,-0.00730271552348699
-0.0460155574268681,-0.0185708862629962,0,0.0376850709361976,-0.0126951862465714,-0.0305847076894925,-0.103304618777734,0,0.049627117433348,0,-0.00055338563008897,0.0442146821724704,0,-0.00879989039779189,0,0.00217910039659963,0,0,0,0.00580156096787884,0.0985521270152541,0,0,0,0.0877440990499164,0,0.594800062321255,-0.581495990162115,"2020-08-01 aaaChhiklmoOttUy",2020-08-01,"Oklahoma City","Utah","Utah","Oklahoma City",0.105279525540122,0.0133040721591403
0.0172286000537557,-0.00661112306858643,0,-0.0130636274839669,0,-0.0275883333495735,-0.196030677140502,0.127410134112684,-0.0734285294586306,0.00303923171097398,0,0,0,0.00645623383846333,-0.089661584121815,0.00131879662186484,0,0.0123251118832669,-0.040431725398252,0.00561752629629916,0,0,-0.0387079126761792,0.254010027765586,0,-0.0537722294699335,0.791147072649366,-0.602170261506475,"2020-08-01 aAekLLnooorrstT",2020-08-01,"Toronto","LA Lakers","LA Lakers","Toronto",-0.111890079884545,0.188976811142892
0.0939205144695433,-0.0139870202895655,-0.0681053111565708,0.0223822486117355,0,-0.0717584090003005,0,0.0954518758136996,0,0.00270230388318703,0,0,0,0.00234146365733765,0,-0.0055350943383855,-0.00889946362329501,-0.00593983377346236,0.139226286205395,-0.000132478744402574,0,0,0,0.205389299828851,0,-0.063177294110364,0.54351457876802,-0.471127153222059,"2020-08-01aaaaddehhiiiIllnnpP",2020-08-01,"Indiana","Philadelphia","Philadelphia","Indiana",0.323879087433403,0.0723874255459614
-0.140589085240774,0.00499316974995232,0,0.0112331872726889,0,-0.0731644133088127,0,0,-0.0556210728312493,0.00100195702092284,0,0.0361638514082051,0,0.00925345169908731,0,0,-0.0175876440330552,0.0201425864867255,0.0527578836387443,0,0,0.0708726466632904,0.0183623420757698,-0.24420408968654,0,0.0581657088357749,0.435189773648357,-0.457356416921939,"2020-08-01aDeeiimMnrv",2020-08-01,"Denver","Miami","Miami","Denver",-0.24821952024927,-0.0221666432735819
0,-0.00683491905344237,0.00763404530486657,0.0284895183058443,0.0124489910795594,-0.0459381923917663,0,0,-0.0791053530559651,-0.00398559286647875,0.00182075936237282,0,0,0.00531464586990966,0,0.000753560022222797,0.0138645690547384,-0.00581020229138226,0.0376015762323945,0,0,0.071859824584904,0.0252673679819214,0,0,-0.0461182795089116,0.41749278799163,-0.361745414949499,"2020-08-02 aAehiimMnnnoopsSt",2020-08-02,"Memphis","San Antonio","San Antonio","Memphis",0.0172623186307876,0.055747373042131
-0.0159976974641674,0,-0.0370304159044853,-0.0272095880517445,0.0118722816796349,0.00138297480119477,0.0946472381195326,0,0.149561361857942,-0.00286905872685477,0,0,0,-0.00549074200945971,0,0.00177253684942629,0,-0.0243782917489322,0.0402549674794407,0.00581374665639261,0,0,-0.00549405667139473,0,0,0.0364013066912266,0.502724093640338,-0.549927413447731,"2020-08-02aaacdelmnnooOrrSt",2020-08-02,"Orlando","Sacramento","Sacramento","Orlando",0.223236563557752,-0.0472033198073926
0,0.0137841016645188,0.127886103702563,-0.00461485516555883,0.0121785774021082,-0.0290172550815583,0,0,0.0776708025469665,0.000900044396909531,0,0,0,-0.00601546144922669,0,-0.00214894989592285,0,0.00722985307981001,-0.0387967241460942,0.00460297638798407,0,-0.00591094665979855,0,0,0,-0.0590431858590007,0.502565464950528,-0.36482874163146,"2020-08-02aaDehillnoPsx",2020-08-02,"Phoenix","Dallas","Dallas","Phoenix",0.0987050809236999,0.137736723319068
0.0483034456282766,0,0,-0.0105638978633256,0.0136067627841985,-0.0308746784511901,-0.104948811361859,0,-0.0736309208603289,-0.00270719753187182,-0.00093934176068982,0.0401262352973392,0,0.00426823984758974,0,0.00200086860818567,-0.0113050616258677,-0.0222038518312053,0.041821030896866,-7.65176442739981e-06,0.0849409379883996,0.0811409106104496,0.0137985261716707,0,0,0,0.381490362093828,-0.422983177066651,"2020-08-02aBdlnnoooPrstt",2020-08-02,"Boston","Portland","Portland","Boston",0.0728255447822101,-0.041492814972823
0,0,0,0.0629063404335256,-0.0110935377277647,0.0533248310145766,0,0,0.0700479671422569,-0.00835031506249361,0,0.00192439561542461,0,0.00615579398885821,0,0.00239292523339278,-0.00663694824418465,-0.0298861750095469,0,-0.0045108616541781,0,0.0172468717675381,-0.0240709104642982,0,0,-0.0443773392695883,0.348859604398601,-0.409285642461548,"2020-08-02aBghiklnnnooorstWy",2020-08-02,"Brooklyn","Washington","Washington","Brooklyn",0.0850730377635184,-0.0604260380629468
-0.0531597066862233,0.000827965884664504,-0.0177336131071286,0.032484571445245,-0.0113557181530588,0.0462753270961745,0,0.11174540701214,-0.139416197691946,-0.0034443058703539,0,0,-0.31420110072919,0,0,0,0.00917732034491005,0.0227567786439868,-0.0445938710516197,-0.00447521865646292,0,0,0,-0.254355932720076,-0.0744718834574471,0,0.595914252527604,-0.545474192594622,"2020-08-02aeeHiklMnoostuuw",2020-08-02,"Houston","Milwaukee","Milwaukee","Houston",-0.693940177696385,0.0504400599329821
0,-0.0303729771497952,0.0682801629129073,0,0,0.0244317015152831,0,-0.0988001866653049,-0.0778384388912502,0,0.0035221566358027,0,0,0.00363349130533335,0,0.00261908351087699,-0.00883562607694506,-0.014077317040408,0,0.00922841575853604,0,0.070555756184633,0,-0.205698054113443,0,0,0.484785202123643,-0.455701360104743,"2020-08-03 aaaAdehhiiillnnnoopPSt",2020-08-03,"Philadelphia","San Antonio","San Antonio","Philadelphia",-0.253351832113774,0.0290838420189
0.0276315188858549,0,0,0,0.0123435700051355,-0.0253758221691725,0,0.122593868419161,-0.16933118675151,0,-0.00167101632660009,0,0,0.0208223881153188,-0.096598788432561,0.00174505741550127,0,0.00333197430724051,-0.0391216150466984,0,-0.093083919831606,0,-0.0398879462258955,0.249969242107176,0,0,0.723061941008656,-0.514611470817404,"2020-08-03 aaAehkLLrstU",2020-08-03,"Utah","LA Lakers","LA Lakers","Utah",-0.0266326755286558,0.208450470191252
0,-0.01398474318419,0,0.0366774343420425,0,0,-0.101965690740524,0,0.159791435795253,-0.00117556053733861,-0.00219565821234659,0.00629530385400605,0,-0.00146477379338958,0,0.000917969150083071,0,-0.0357497847755709,-0.0516690395911924,0.00522472895689997,0,0,-0.0192702576048802,0.239252782823222,0,0,0.405936697461373,-0.589671639263066,"2020-08-03 aaCDeehiklmnoOrtvy",2020-08-03,"Oklahoma City","Denver","Denver","Oklahoma City",0.220684146482074,-0.183734941801692
0,-0.0152432513671281,0.0639436606311866,0.00588440682245695,0.00163951872494916,0.0223744075318599,-0.108302801117644,0,0.0509649216876681,0,-0.00138448311400553,0.037828109789318,0,-0.00554764603228376,0.0552997808320981,-0.00281534413366987,-0.0132355522237595,0.00163723054816144,-0.0734576579090203,0,0,-0.0766791232628782,-0.0260623394885001,0,0,-0.00839829640941111,0.353075697443299,-0.388786228529424,"2020-08-03 aeeehilmMnNOprssw",2020-08-03,"New Orleans","Memphis","Memphis","New Orleans",-0.0915544584906024,-0.0357105310861258
-0.0654586312877994,0,0.0619015867672308,-0.0227283671915377,0.00970212013893554,0.00670262921724319,0,0,0.0815047841198798,0.00663458248546686,-0.00197839925566449,0.02769911763961,0,-0.0108085282828318,0,-0.00180041073016506,0.00722146446579178,0.0166804357648584,-0.0864216592917165,-0.000266243686545767,0,-0.0799028153425424,0.0251143832666264,0,0,0.0592949796722716,0.608452742295527,-0.314232243390265,"2020-08-03aaadghiiInnnnostW",2020-08-03,"Washington","Indiana","Indiana","Washington",0.0330910284691115,0.294220498905262
0.0534887572167415,0.00832747805768817,0,0,0,0.0818709908552123,0.202382165740788,0,-0.0887726507430422,0,0,0,0,-7.00238416712742e-05,0,-0.000792810348658059,0.0171747121913349,-0.0135657354868284,0,-0.00932234482312815,0,-0.0741483681563138,0,0,0,-0.0591561218638811,0.608176452293425,-0.479334263621875,"2020-08-03aiimMnooortT",2020-08-03,"Miami","Toronto","Toronto","Miami",0.117416048798242,0.12884218867155
0,-0.0171757624830123,0,-0.00748970946925359,-0.011376594666514,0.058541816355099,0,0,-0.149003549566095,-0.00398278214878827,0,0,0,0.0172726296309502,0,0.00140054967056033,0,-0.0300436053312491,0.0279197136917157,-0.00407716908769517,0,-0.00218931732318753,0.0249845992289321,0,0.0350937790304222,0.0043058606817978,0.448277916143182,-0.527443581403527,"2020-08-04 ACeehiilLnoppPrsx",2020-08-04,"LA Clippers","Phoenix","Phoenix","LA Clippers",-0.055819541786318,-0.0791656652603454
-0.00754887318180219,-0.0239685439851855,0.130598626205229,0.0273400948996368,0,-0.000314872929556307,-0.0959867771582233,0,-0.0727013984193007,0.00404572986667649,0,0,0,0.00520841871437732,0,-0.00484192748532612,0,0.00132028493029421,0.0344640598379417,0.00367625251411368,0,0.075690576800955,0.0199308625176722,0,0.0396243494492242,-0.0372550018234938,0.450183576797297,-0.42237015364057,"2020-08-04aaaacDellmnorsSt",2020-08-04,"Sacramento","Dallas","Dallas","Sacramento",0.0992818607532331,0.0278134231567271
-0.0652366106719034,0,0.0614206214979816,-0.0220123493439966,-0.000115538212654881,0.0318250374285215,0,0,0.142295080433951,-0.00048758001217236,0,0.0233736408259624,0,0.00103994790248691,0,-0.000613423258724077,0,-0.0251132501462801,-0.000832931249347667,0.00498641402138361,0,0,0.0137641875451865,0,0,0.0581292218363447,0.62977666754928,-0.616202059821791,"2020-08-04aaaddiIlnnnoOr",2020-08-04,"Indiana","Orlando","Indiana","Orlando",0.22242246859674,0.0135746077274896
0.0805791435797122,0.0165899228654952,-0.0563565297221955,-0.039608319868741,0.0107669540336338,-0.0869820737868198,0,-0.110678471690481,0.143713893131466,0.00459888104013492,0,-0.0333532564954689,0,-0.00701218881023865,0,-0.00699160609593028,0,0.0141330914374579,0.0444947230509305,0.00427723634678731,0,0.0675247872924043,0,0,0.0723278915316576,0.0431446032089363,0.487507403041809,-0.511092141207383,"2020-08-04aBeeikkllMnooruwy",2020-08-04,"Milwaukee","Brooklyn","Brooklyn","Milwaukee",0.16116868104874,-0.0235847381655735
0.00914425686138022,-0.0319932741485911,0,0.0198025862600935,0.0133518455849948,-0.0836804353972691,-0.107163094181485,0,-0.0510667784982435,0.00422620042927192,-3.42278186584382e-05,0.0394147341772067,0,0.0066682083568966,0,0.0016943777660723,-0.0187145947256009,-0.0172651872606818,0.0399938088796926,0.00441004631319988,0,0.0743177651595797,0.0145675739786055,0,0,0.05813700633316,0.496056765440666,-0.424089356465892,"2020-08-04aBiimMnoost",2020-08-04,"Miami","Boston","Miami","Boston",-0.0241891819303766,0.0719674089747734
0.0266098699869654,0.0172390522936386,-0.0739214505549316,0.0188353332119042,0,0.0190969764198084,0,0.102754155288292,0.0182735872764999,-0.00725641252506827,0,-0.0358378079680729,-0.3138723625547,-0.00704201701356616,0,0,-0.000834935912152829,0.0180443966785504,0,-0.00379007543328857,0.0677264370461779,0.0709589857127775,0,-0.258546483054814,0,0,0.311210783005905,-0.616711792307646,"2020-08-04adHlnnoooPrsttu",2020-08-04,"Portland","Houston","Portland","Houston",-0.34156275110198,-0.305501009301741
0.00922147399311476,-0.0227204740484982,0,-0.0552017478655838,0,0.0574599754391983,0.100917775112465,-0.130055886260778,0.148303990099851,0,-0.000167157277709681,-0.0420955654848644,0,-0.0143220019891845,0,-0.00109703493760974,0,0.0154334982709591,0.0378095255913092,-0.0040516017692542,0,0,0.0400476530917511,-0.257340587885431,0,0,0.635915784409723,-0.71354148059299,"2020-08-05  aaaACehikklLLmoOrsty",2020-08-05,"LA Lakers","Oklahoma City","Oklahoma City","LA Lakers",-0.117858165920264,-0.0776256961832674
0,-0.0145572459211485,0.0699240749569743,0.0287920073209738,0,-0.0453834313190307,0,0,-0.0781847303597325,0.00137824986109878,-0.000298320690698314,0.038634265319746,0,0.0167625812272103,0,-0.00235063917185642,-0.0170045396319569,0.00525627873954683,0.0541100915549916,0,0,0.0735761293042023,0.0200424521222485,-0.243192421679302,0,0,0.499129614007258,-0.401661698032502,"2020-08-05 aADeeinnnnoorStv",2020-08-05,"San Antonio","Denver","San Antonio","Denver",-0.0924951983667329,0.0974679159747558
0,0.0131982174291204,0,-0.0142009526058072,-0.010520840770151,0.0399069416085459,0,-0.105208686993375,-0.0904973272082534,-0.014332183578974,-0.000162835761816885,0,0,0.00424086900653454,0,0.00603895865651832,0.000843622342130491,-0.0121139427723132,0,0.00367170920005686,0,0.0870697421414725,-0.0276444159524973,-0.193735036324714,0,0,0.334964941661951,-0.466879476475054,"2020-08-05aaadeghhhiiillnnopPstW",2020-08-05,"Washington","Philadelphia","Washington","Philadelphia",-0.313446161583523,-0.131914534813103
0.0180656576167716,0.0238846785512411,0,0,-0.0113976428627113,-0.0110818682304902,-0.210714451020728,0,-0.00833910479070205,-0.0044379407785778,0,-0.0234641008248363,0,-0.000294452800024183,0,-0.000679776858076683,0,0.00799237567367265,-0.0442712560619702,-0.000823925257301458,0,0,-0.0138934013338587,0,0,0,0.595039707622166,-0.602540685913378,"2020-08-05adlnnooooOrrtT",2020-08-05,"Orlando","Toronto","Orlando","Toronto",-0.279455208977592,-0.00750097829121155
0.0646870831306871,-0.0368330379424036,0.0666135338506651,-0.0249474185161701,0.000820388722489829,0.030104517728803,0,0,0.0471362625498048,0,0.000143102888809414,0,0,0.0184421307933754,0,-0.00174983054260033,-0.0129105254766616,0.0064983198579493,-0.0749603726061226,0,-0.0956514776154064,0,-0.0272695694541167,0,0,0.0470831871296203,0.305961788632783,-0.427486009554633,"2020-08-05aehhimMpstU",2020-08-05,"Utah","Memphis","Memphis","Utah",0.00720629449872307,-0.12152422092185
0.00967626882401781,0,0,0.0166979585003187,0.0133182195915681,-0.0862628228152786,-0.109819590379895,0,-0.0807511478600316,0.00497944509725351,0,0.00750199275103978,0,0.00706301402287393,0,-0.000643701697518424,-0.0147890414421062,0,0.0418892713662841,0.00404949306382072,0,0.0675016745264083,0.0154448655417759,0,-0.113312953793916,0.0435214784910646,0.504619606496121,-0.405658126148924,"2020-08-05BBklnnoooorsty",2020-08-05,"Boston","Brooklyn","Brooklyn","Boston",-0.17393557621232,0.0989614803471967
0,-0.00437008749492063,0.122759583144457,-0.0178166693631409,0,0.0487357957150083,0,0,-0.0702874474470777,-0.00274669883309633,0,0,0,0.0102698870143584,0,-0.000255369878476054,0,-0.0130901576160502,-0.0261105874682074,0,0,-0.00177123321757728,0.0147556378431954,0,0.0345531066226028,-0.0464932493707133,0.492002269722382,-0.510803810955116,"2020-08-06 aaACDeilllLpprss",2020-08-06,"Dallas","LA Clippers","Dallas","LA Clippers",0.0481325096503617,-0.0188015412327341
0.0357261445404079,-0.018079166847038,0,-0.00300387304339935,-0.0140388248260398,0.0352062234501636,0.0128362572703251,0,-0.0486276305304123,0.00743259046146641,0.000592740939084961,-0.0375368559177137,0,0.012659109547355,-0.0540644753097951,0,0,0.000785030565522208,0.0631850127741858,0,0,0.0736326246993726,0.0189142809391274,0,0,0.0139971064512946,0.388424392682886,-0.406345343490355,"2020-08-06 aaaceeelmnnNoOrrsStw",2020-08-06,"Sacramento","New Orleans","New Orleans","Sacramento",0.0996162951639075,-0.0179209508074692
-0.024728411789021,-0.0161486289291368,0.07123825023886,-0.0332842113869647,0,0.00827657808263813,0,-0.118535240195994,0.219675240457045,0,0,0,0.297457082264094,0,0,0,-0.00824618428681288,-0.0211002183613799,0.0358036727729323,0,0,0,0.0402226603690488,0.00758345808657698,0.0515330183896289,0,0.550593479486961,-0.626424615483649,"2020-08-06 aAeHkLLnoorsstu",2020-08-06,"Houston","LA Lakers","Houston","LA Lakers",0.509747065711515,-0.075831135996688
-0.0614432512501616,0.0321103547184634,0.0619336695500832,-0.0022580363709639,-4.0281345196744e-05,0,0,0,0.147797692320179,-0.00108244614804111,0,0,0,-0.00563529550280173,0,-0.000322144171844898,0.0164688137247935,-0.00453627629774137,-0.0850074560764218,-0.000113636720805741,0,-0.0713265475113965,0,0,0,0.00481119681802159,0.674688573177118,-0.47912763621369,"2020-08-06aadehiiInnnoPx",2020-08-06,"Phoenix","Indiana","Indiana","Phoenix",0.0313563557361651,0.195560936963428
